labname	sitename	lysis_ratio	UTM_E	UTM_N	be10	tri	slope	aspect	Nss	Ess	twi	ht	ht.r250	ht.r500	ht.r1k	cov2_4	cov2_4.r250	cov2_4.r500	cov2_4.r1k	cov4_16	cov4_16.r250	cov4_16.r500	cov4_16.r1k	be500	mTopo	cut.r1k.pt	clearcut	insideHJA	oldGrowthIndex	elevation_f	canopyHeight_f	minT_annual	maxT_annual	precipitation_mm	distToRoad_m	distToStream_m	YrsSinceDist	B1_20180717	B2_20180717	B3_20180717	B4_20180717	B5_20180717	B6_20180717	B7_20180717	B10_20180717	B11_20180717	NDVI_20180717	EVI_20180717	B_20180717	G_20180717	W_20180717	B1_20180726	B2_20180726	B3_20180726	B4_20180726	B5_20180726	B6_20180726	B7_20180726	B10_20180726	B11_20180726	NDVI_20180726	EVI_20180726	B_20180726	G_20180726	W_20180726	B1_20180802	B2_20180802	B3_20180802	B4_20180802	B5_20180802	B6_20180802	B7_20180802	B10_20180802	B11_20180802	NDVI_20180802	EVI_20180802	B_20180802	G_20180802	W_20180802	B1_20180818	B2_20180818	B3_20180818	B4_20180818	B5_20180818	B6_20180818	B7_20180818	B10_20180818	B11_20180818	NDVI_20180818	EVI_20180818	B_20180818	G_20180818	W_20180818	mean.NDVI	mean.EVI	mean.bright	mean.green	mean.wet	mean.NDVI.scale	mean.EVI.scale	mean.green.scale	mean.bright.scale	mean.wet.scale	l_Cover_2m_max	l_Cover_2m_max_all	l_Cover_2m_4m	l_Cover_2m_4m_all	l_Cover_4m_16m	l_p25	l_p25_all	l_p95	l_p95_all	l_rumple	uniqueID	elevation_m	canopyHeight_m	B1_median	B2_median	B3_median	B4_median	B5_median	B6_median	B7_median	B10_median	B11_median	lg_DistStream	lg_DistRoad	lg_YrsDisturb	lg_cover2m_max	lg_cover2m_4m	lg_cover4m_16m	ndmi_stdDev	ndvi_p5	ndvi_p50	ndvi_p95	ndmi_p5	ndmi_p50	ndmi_p95	savi_p50	LC08_045029_20180726_B1	LC08_045029_20180726_B3	LC08_045029_20180726_B4	LC08_045029_20180726_B5	LC08_045029_20180726_B7	LC08_045029_20180726_B10	ndmi_stdDev_100m	ndvi_p5_100m	ndvi_p50_100m	ndvi_p95_100m	ndmi_p5_100m	ndmi_p50_100m	ndmi_p95_100m	savi_p50_100m	LC08_045029_20180726_B1_100m	LC08_045029_20180726_B3_100m	LC08_045029_20180726_B4_100m	LC08_045029_20180726_B5_100m	LC08_045029_20180726_B7_100m	LC08_045029_20180726_B10_100m	tpi250	tpi500	tpi1k	tpi
S-7-6	268413-M1-S2	0.068181818	562804	4900021	702.2333984	1.349342346	9.793748936	332.7809094	0.889264021	-0.45739425	5.94780336	59.81000137	38.96687544	34.12618096	31.68307877	0.012942356	0.023507514	0.027972934	0.026896295	0.065046087	0.078784857	0.192246731	0.181006981	729.5044904	-27.27109193	0.499286733	no	no	55	2304.290039	117.4899902	4.019999981	14.98999977	2007.02002	30.22538551	812.2824267	14	17	56	247	156	2132	861	381	3013	3002	863	1864	1781	1481	-378	152	163	302	180	2313	942	383	3019	3006	855	2455	1968	1580	-384	56	91	236	148	2188	765	317	2955	2944	873	2129	1766	1537	-269	-43	7	189	122	2008	781	337	2973	2967	885	1753	1621	1430	-341	0.869	2.05025	1784	1507	-343	-0.238259251	-0.110464178	-0.681756516	-0.451852641	-0.36577619	0.774678826	0.790380001	0.012942356	0.011700019	0.065046087	33.13000107	25.55999947	59.81000137	56.8769989	10.60788059	268413_M1_S2	702.3476039	35.81094901	36.5	73.5	241.5	152	2160	821	359	2993	2984.5	6.699849327	3.408715235	2.639128756	-0.254016728	-4.272823874	-2.717402494	0.07665543	0.656618595	0.824620545	0.932157397	0.332416326	0.439477652	0.629629612	-0.659133732	215	471	312	3246	644	3020	0.068375258	0.671582917	0.830471789	0.94843417	0.358241011	0.470052485	0.630835937	-0.704866312	155.75	322.65625	198.375	2340	410.125	3019.375	162.5978241	141.4218597	130.4503784	5
S-7-7	279822-M1-S2	0.06185567	562363	4899611	752.8439331	4.907951355	31.83385621	19.47315044	0.942797814	0.333365088	4.160413767	29.68000031	24.55107963	28.17280535	31.8029391	5.08E-04	0.007721014	0.02034293	0.025115124	0.057237815	0.10208213	0.162696609	0.15242588	761.5104382	-8.666505087	0.438516405	yes	no	4	2467.959961	77.2199707	4.019999981	14.98999977	2007.02002	27.64883594	996.699404	42	7	47	232	116	2486	621	208	3014	3003	910	2093	1839	1813	-69	148	164	307	144	2760	731	247	3020	3005	900	2730	2110	1971	-96	47	77	233	121	2478	582	201	2953	2946	906	2242	1830	1800	-36	-45	-7	157	73	2289	530	180	2971	2963	938	1992	1625	1712	-51	0.9135	2.26425	1851	1824	-63	0.74208606	0.969034489	0.192528235	-0.288530574	0.906036245	0.999261439	0.922185779	5.08E-04	0.02273806	0.057237815	19.95999908	16.36000061	29.68000031	28.54999924	2.962585688	279822_M1_S2	752.2341961	23.53664707	27	62	232.5	118.5	2482	601.5	204.5	2992.5	2983	6.904450227	3.319619794	3.737693428	2.61E-04	-6.497133624	-2.843220391	0.044276605	0.823567271	0.905013204	0.984202206	0.535185158	0.611502349	0.744081914	-0.917118967	155	308	144	2888	258	3015	0.06813182	0.747978979	0.867101249	0.955081943	0.442782831	0.566249645	0.703782533	-0.849115797	160.9189189	318.5675676	187.4594595	2597.162162	334.0810811	3017.189189	178.2199249	167.3042145	188.8540649	3
S-6-1	280500-M1-S2	0.03	560528	4899462	642.4293823	4.870605469	31.60638691	168.018999	-0.978216489	0.207587331	6.230306671	31.38999939	24.87255538	27.07073369	29.15363265	8.69E-04	0.02510511	0.036524588	0.034677585	0.01703459	0.219715179	0.201491302	0.190986586	699.269166	-56.83978369	0.390299572	yes	no	6	2113.879395	100.5793457	3.910000086	14.93999958	2182.429932	21.31327396	570.9004003	2	120	182	403	360	2945	1704	837	3027	3017	782	1727	2819	1896	-1002	309	340	565	515	3331	2363	1154	3036	3021	732	1818	3505	2009	-1497	196	251	450	450	3178	1877	950	2964	2957	751	1706	3116	1996	-1112	93	160	390	383	3097	1801	893	2993	2984	779	1617	2952	2004	-1074	0.761	1.717	3098	1976.25	-1171.25	-2.617524273	-1.791505911	0.612433136	2.751209991	-4.127842792	0.994553566	0.937515199	8.69E-04	0.004720424	0.01703459	22.27000046	21.56999969	31.38999939	31.18000031	3.564477921	280500_M1_S2	644.3104396	30.65658457	158	216.5	426.5	416.5	3137.5	1839	921.5	3010	3000.5	6.347216516	3.059376987	0.693647056	-0.004456349	-6.282291966	-4.015463685	0.075205146	0.582862258	0.706772506	0.761378229	0.038251366	0.241112545	0.310865015	-0.361635506	318	544	466	3369	990	3040	0.056254276	0.691179758	0.806959624	0.865109344	0.274064155	0.41075658	0.467265021	-0.616067622	233.9411765	461.0588235	323.9705882	3595.264706	676.9411765	3035.5	140.4106903	105.4440155	109.8281937	6
S-4-8	286789-M1-S2	0.15	562481	4902252	716.7110596	1.655220032	11.87370943	52.09529389	0.614350011	0.789033627	4.991099672	45.52799988	35.57676988	36.34729801	32.50780273	0.044665866	0.040357038	0.033406805	0.040431474	0.079711393	0.132515634	0.151581814	0.178416275	707.4633131	9.247746479	0.271041369	no	no	50	2350.199951	91.48950195	3.119999886	15.10999966	2040.599976	60.71239811	272.7438469	200	29	72	258	144	2594	725	261	3011	3002	894	2098	1977	1866	-140	169	174	346	185	2790	851	326	3020	3009	875	2508	2224	1951	-200	62	89	243	131	2434	662	234	2953	2943	897	2254	1849	1751	-112	-27	20	205	107	2475	683	246	2982	2975	917	1994	1839	1815	-145	0.89575	2.2135	1972.25	1845.75	-149.25	0.351049447	0.713031885	0.25251465	0.007033615	0.514272593	0.99347192	0.967422068	0.044665866	0.075070821	0.079711393	32.07500076	23.20000076	45.52799988	44.9980011	8.185735703	286789_M1_S2	716.3409451	27.88600019	45.5	80.5	250.5	137.5	2534.5	704	253.5	2996.5	2988.5	5.608536731	4.1061644	5.298322367	-0.005543416	-3.086404184	-2.516875542	0.045258949	0.686202347	0.865142345	0.913188636	0.390851945	0.545071661	0.585279524	-0.817452729	165	344	187	2718	320	3020	0.04803282	0.722442023	0.863759635	0.915956512	0.403871283	0.538451079	0.587567494	-0.807541312	169.9189189	352.027027	192.6216216	2880.918919	359.2702703	3020.567568	185.7465057	172.5966034	146.1703491	3
S-6-2	287338-M1-S2	0.2	559781	4899188	855.3378296	3.252304077	22.47479503	97.81996939	-0.136060871	0.990700479	4.547421538	43.90999985	26.39435638	28.45719055	27.62080563	0.012788982	0.041619476	0.047106586	0.039416714	0.180644363	0.180240212	0.173068579	0.167468043	841.0121582	14.32567139	0.355206847	no	no	30	2803.837402	55.28930664	3.450000048	14.22000027	2211.830078	47.45008992	899.6788483	200	8	50	238	125	2522	663	231	3005	2997	905	2067	1886	1832	-101	148	151	301	148	2631	803	281	3017	3004	893	2600	2063	1866	-187	30	59	195	105	2192	560	203	2950	2940	908	2191	1631	1594	-81	-45	-5	172	84	2343	584	205	2972	2967	930	1957	1691	1741	-88	0.909	2.20375	1817.75	1758.25	-114.25	0.642950017	0.663849119	0.011189994	-0.369582197	0.673249147	0.988809645	0.964882314	0.012788982	0.017084282	0.180644363	19.32999992	16.64999962	43.90999985	43.53749847	5.684397697	287338_M1_S2	854.6096401	16.85218066	19	54.5	216.5	115	2432.5	623.5	218	2988.5	2982	6.802038976	3.859699495	5.298322367	-0.010242632	-4.283885402	-1.705704552	0.047456102	0.818550408	0.879558921	0.924978673	0.489106417	0.574511826	0.648478508	-0.861546338	148	327	180	2840	311	3017	0.044716029	0.789961554	0.868026371	0.918329127	0.46739044	0.548408435	0.632562027	-0.822490405	165.7941176	368	200.1470588	3062.705882	374.5294118	3018.617647	206.28302	208.0007324	205.3329468	3
S-6-3	292528-M1-S2	0.179104478	555665	4898922	837.1425171	4.458244324	29.26039405	67.61040964	0.380902396	0.924615252	3.801404223	21.97200012	18.02624396	20.65362949	23.99869971	0.043515727	0.053793749	0.059412086	0.050654016	0.592417061	0.406444316	0.392652911	0.287503891	830.9856879	6.15682915	0.426533524	yes	no	2	2738.218018	29.39306641	4.079999924	14.06999969	2427.439941	38.8224428	232.976196	56	22	74	302	146	2961	768	268	3004	2993	906	2143	2222	2143	-105	169	179	387	194	3297	893	310	3009	2999	888	2486	2547	2339	-127	48	83	266	131	2866	721	255	2951	2942	912	2256	2129	2085	-92	-29	20	207	102	2606	607	217	2969	2962	924	2039	1882	1925	-56	0.9075	2.231	2195	2123	-95	0.60990467	0.801308645	1.017169058	0.550018548	0.760686252	0.950667799	0.914612055	0.043515727	0.055112399	0.592417061	8.880000114	8.420000076	21.97200012	21.80800056	4.566111565	292528_M1_S2	834.6088519	8.959006642	35	78.5	284	138.5	2913.5	744.5	261.5	2986.5	2977.5	5.450940578	3.65902426	4.025369548	-0.049539256	-3.111912738	-0.52185782	0.036390355	0.795353413	0.862867296	0.920000017	0.489029735	0.554129243	0.632478654	-0.831016064	179	440	238	3054	392	3009	0.055016391	0.754748984	0.868755367	0.92706741	0.488503957	0.581372324	0.688430528	-0.871901752	191	408.8823529	234.5588235	3344.058824	392.0882353	3009.411765	212.1083374	197.0630035	142.0530853	3
S-6-4	301004-M1-S2	0.15	559007	4898550	939.8932495	4.740821838	31.30337657	115.4881442	-0.430324323	0.902674347	3.948668853	23.02099991	19.54795678	26.56835673	25.89606961	0.063773967	0.06352265	0.045657881	0.035478294	0.154692233	0.272745295	0.183928052	0.193867561	896.3391968	43.55405267	0.343794579	no	no	11	3088.428711	66.70117188	4.150000095	14.23999977	2123.350098	23.6506932	1101.165683	200	110	200	480	374	2877	1262	596	3016	3003	769	1727	2630	1846	-545	264	323	640	580	3312	1614	884	3022	3009	701	1562	3261	1983	-791	159	210	585	524	3112	1550	857	2955	2947	711	1381	3043	1889	-795	53	141	421	356	2749	1207	586	2983	2974	770	1562	2490	1780	-541	0.73775	1.558	2856	1874.5	-668	-3.12972716	-2.593563333	0.331807037	2.161300435	-1.841987051	0.432593346	0.430983305	0.063773967	0.065955475	0.154692233	6.065000057	5.96999979	23.02099991	22.94000053	3.474377871	301004_M1_S2	941.3530711	20.33051719	134.5	205	532.5	449	2994.5	1406	726.5	2999.5	2988.5	7.004125518	3.163434706	5.298322367	-0.835648176	-2.736851495	-1.859874088	0.082178602	0.555343509	0.754713655	0.842601299	0.253534406	0.392463863	0.54502368	-0.588623703	264	640	580	3312	884	3022	0.044063704	0.734361614	0.84222235	0.884217885	0.421279899	0.510674674	0.590073471	-0.76591298	191.6388889	492.5	300.8333333	3421.861111	504.25	3018.777778	252.2586517	250.9588013	295.6177979	2
S-6-5	301004-M2-S2	0.15	559007	4898550	939.8932495	4.740821838	31.30337657	115.4881442	-0.430324323	0.902674347	3.948668853	23.02099991	19.54795678	26.56835673	25.89606961	0.063773967	0.06352265	0.045657881	0.035478294	0.154692233	0.272745295	0.183928052	0.193867561	896.3391968	43.55405267	0.343794579	no	no	11	3088.428711	66.70117188	4.150000095	14.23999977	2123.350098	23.6506932	1101.165683	200	110	200	480	374	2877	1262	596	3016	3003	769	1727	2630	1846	-545	264	323	640	580	3312	1614	884	3022	3009	701	1562	3261	1983	-791	159	210	585	524	3112	1550	857	2955	2947	711	1381	3043	1889	-795	53	141	421	356	2749	1207	586	2983	2974	770	1562	2490	1780	-541	0.73775	1.558	2856	1874.5	-668	-3.12972716	-2.593563333	0.331807037	2.161300435	-1.841987051	0.432593346	0.430983305	0.063773967	0.065955475	0.154692233	6.065000057	5.96999979	23.02099991	22.94000053	3.474377871	301004_M2_S2	941.3530711	20.33051719	134.5	205	532.5	449	2994.5	1406	726.5	2999.5	2988.5	7.004125518	3.163434706	5.298322367	-0.835648176	-2.736851495	-1.859874088	0.082178602	0.555343509	0.754713655	0.842601299	0.253534406	0.392463863	0.54502368	-0.588623703	264	640	580	3312	884	3022	0.044063704	0.734361614	0.84222235	0.884217885	0.421279899	0.510674674	0.590073471	-0.76591298	191.6388889	492.5	300.8333333	3421.861111	504.25	3018.777778	252.2586517	250.9588013	295.6177979	2
S-6-6	307043-M1-S2	0.15	557449	4898230	559.8914795	4.009246826	26.09832688	204.6156622	-0.909122282	-0.416529323	7.296442013	32.09000015	24.72713499	28.08032461	27.1570939	0.010360217	0.021194325	0.022918648	0.025070926	0.096589096	0.203700898	0.212813704	0.216012829	639.2031703	-79.31169086	0.206562054	yes	no	7	1836.187622	80.0378418	4.199999809	15.30000019	2151	39.40456543	91.3977259	59	61	90	270	152	3048	880	302	3010	3000	905	2203	2308	2210	-193	193	205	358	191	3391	1009	352	3018	3006	893	2666	2639	2413	-223	94	116	266	146	2973	791	280	2949	2940	906	2371	2233	2154	-132	-6	37	221	119	3066	845	297	2978	2969	925	2102	2257	2264	-185	0.90725	2.3355	2359.25	2260.25	-183.25	0.604397112	1.328447013	1.395704017	0.950401377	0.359838226	0.990117967	0.912685335	0.010360217	0.02040299	0.096589096	19.81999969	18.68000031	32.09000015	31.87000084	4.494358063	307043_M1_S2	559.6699872	24.39553418	77.5	103	268	149	3057	862.5	299.5	2994	2984.5	4.515231539	3.673907061	4.077554393	-0.008921713	-4.477637788	-2.326989514	0.042480066	0.839140534	0.883940637	0.92527473	0.490226746	0.570930839	0.657957256	-0.856289685	193	358	191	3391	352	3018	0.041990987	0.787790077	0.882072486	0.926071422	0.454329085	0.549278588	0.618629929	-0.823816511	195.2857143	372.8857143	199.8	3605.085714	410.5428571	3017.457143	108.3068466	68.41807556	5.325313568	6
335225-M1-S2	335225-M1-S2	0.125	558228	4897232	468.8215027	1.895992279	14.49611584	201.2887968	-0.931762237	-0.363069048	5.983052822	23.85000038	26.41433906	30.6115459	30.09689084	0.006400602	0.018128819	0.021862512	0.024253696	0.453401834	0.232588515	0.181744872	0.170160166	571.9020117	-103.080509	0.289300999	yes	no	9	1537.914917	7.443603516	3.630000114	15.35000038	2118.820068	4.667853416	57.95544601	46	94	145	338	226	3144	1040	396	3020	3007	865	2137	2516	2208	-305	227	234	405	261	3488	1129	441	3022	3005	860	2444	2817	2425	-311	107	137	300	188	3123	937	354	2953	2944	886	2275	2423	2228	-232	18	61	247	152	3045	905	343	2980	2969	904	2066	2308	2213	-241	0.87875	2.2305	2516	2268.5	-272.25	-0.023464492	0.798786452	1.418457485	1.332501885	-0.044416441	0.743953764	0.684354007	0.006400602	0.018830793	0.453401834	10.35000038	9.460000038	23.85000038	23.61000061	4.09236002	335225_M1_S2	468.7564667	2.268810352	100.5	141	319	207	3133.5	988.5	375	3000	2987	4.059691798	1.54091352	3.828663135	-0.294433124	-4.906193876	-0.788773376	0.046294821	0.81829232	0.867607534	0.904910862	0.439846009	0.541908264	0.607559323	-0.812755287	227	405	261	3488	441	3022	0.045507449	0.741410133	0.853073589	0.90350363	0.378070973	0.482197358	0.547374389	-0.723202916	220.6111111	405.1111111	249.7777778	3547.333333	509.6388889	3022.805556	79.51844788	29.14227104	-22.02404022	6
S-10-1	357256-M1-S2	0.171428571	556932	4896401	908.0977783	3.412193298	23.27479225	222.7807263	-0.73395838	-0.679194447	4.066200979	30.71800041	21.18384257	26.71105463	26.52883582	0.08771123	0.057491638	0.044228058	0.040766349	0.448787212	0.280830403	0.197445801	0.218268784	841.0809516	67.01682671	0.377175464	no	no	22	2983.209961	93.10009766	4.309999943	14.5	2111.870117	19.33241946	381.7899802	200	54	119	375	260	2641	969	413	3009	3000	820	1798	2237	1783	-330	189	226	462	294	3010	1190	549	3019	3012	822	2204	2626	1998	-473	66	120	352	213	2703	934	376	2952	2943	853	2019	2218	1868	-293	-7	57	324	222	2674	987	444	2982	2973	846	1712	2214	1848	-380	0.83525	1.93325	2323.75	1874.25	-369	-0.98177957	-0.700657375	0.331117538	0.863865057	-0.483873058	0.867111146	0.831135809	0.08771123	0.09031833	0.448787212	6.460000038	6.409999847	30.71800041	30.41799927	6.307321072	357256_M1_S2	909.2823961	28.37690977	60	119.5	363.5	241	2688.5	978	428.5	2995.5	2986.5	5.944873287	2.961835177	5.298322367	-0.141435524	-2.422368792	-0.798980669	0.038855544	0.70893836	0.778301895	0.816606939	0.349418342	0.415259421	0.478859872	-0.622825742	228	586	507	3364	722	3020	0.040523572	0.758410645	0.833160373	0.880650528	0.421536387	0.494509395	0.572336327	-0.741667005	190.9459459	467.7297297	290.0810811	3153.405405	485.5675676	3019.810811	253.2309418	261.4139404	241.8566895	2
S-10-2	357256-M2-S2	0.15	556932	4896401	908.0977783	3.412193298	23.27479225	222.7807263	-0.73395838	-0.679194447	4.066200979	30.71800041	21.18384257	26.71105463	26.52883582	0.08771123	0.057491638	0.044228058	0.040766349	0.448787212	0.280830403	0.197445801	0.218268784	841.0809516	67.01682671	0.377175464	no	no	22	2983.209961	93.10009766	4.309999943	14.5	2111.870117	19.33241946	381.7899802	200	54	119	375	260	2641	969	413	3009	3000	820	1798	2237	1783	-330	189	226	462	294	3010	1190	549	3019	3012	822	2204	2626	1998	-473	66	120	352	213	2703	934	376	2952	2943	853	2019	2218	1868	-293	-7	57	324	222	2674	987	444	2982	2973	846	1712	2214	1848	-380	0.83525	1.93325	2323.75	1874.25	-369	-0.98177957	-0.700657375	0.331117538	0.863865057	-0.483873058	0.867111146	0.831135809	0.08771123	0.09031833	0.448787212	6.460000038	6.409999847	30.71800041	30.41799927	6.307321072	357256_M2_S2	909.2823961	28.37690977	60	119.5	363.5	241	2688.5	978	428.5	2995.5	2986.5	5.944873287	2.961835177	5.298322367	-0.141435524	-2.422368792	-0.798980669	0.038855544	0.70893836	0.778301895	0.816606939	0.349418342	0.415259421	0.478859872	-0.622825742	228	586	507	3364	722	3020	0.040523572	0.758410645	0.833160373	0.880650528	0.421536387	0.494509395	0.572336327	-0.741667005	190.9459459	467.7297297	290.0810811	3153.405405	485.5675676	3019.810811	253.2309418	261.4139404	241.8566895	2
S-10-3	361840-M1-S2	0.3	557647	4896180	851.2723389	1.869171143	10.6079152	35.24263951	0.816715691	0.577040276	3.028450022	17.96800041	17.39892909	26.25320843	28.71116384	0.109188125	0.07192875	0.054960465	0.034937724	0.579710126	0.387876882	0.287753666	0.209651168	727.5478523	123.7244865	0.387161198	no	no	5	2793.340088	29.68994141	4.150000095	15.06000042	2097.780029	5.908890915	617.0702061	200	20	63	286	152	2704	838	316	3011	2998	893	2028	2102	1935	-225	159	176	364	193	2937	917	348	3017	3006	876	2471	2346	2055	-229	55	83	284	150	2675	788	298	2947	2940	893	2137	2068	1913	-185	-47	5	204	95	2313	643	235	2973	2966	921	1948	1721	1697	-141	0.89575	2.146	2059.25	1900	-195	0.351049447	0.37253581	0.402135936	0.219108538	0.306467526	0.743351638	0.718780637	0.109188125	0.122559942	0.579710126	5.434999943	4.920000076	17.96800041	18.09700012	3.878247261	361840_M1_S2	851.4100588	9.049494142	37.5	73	285	151	2689.5	813	307	2992	2982	6.424984424	1.776627374	5.298322367	-0.295241724	-2.205566151	-0.543503569	0.082567912	0.365101129	0.848101914	0.910153389	0.217737004	0.537283838	0.584580004	-0.805811465	150	439	213	3167	435	3017	0.054852304	0.631125398	0.860952759	0.922802992	0.407033175	0.539809038	0.629139011	-0.809509048	169.8529412	412.8823529	219.9411765	3111.794118	396.4117647	3018.676471	261.9378967	292.0526733	313.0292053	1
S-10-4	364070-M1-S2	0.3	556046	4895953	935.1931152	3.934677124	26.28201279	270.496055	0.008657684	-0.999962522	3.77319532	32.8370018	25.91498614	28.84830899	28.02926153	0.018799102	0.024024513	0.038632571	0.038332871	0.101150393	0.172119552	0.197793658	0.20579501	863.6168191	71.57629618	0.318402282	no	no	48	3062.610107	59.95996094	4.170000076	14.26000023	2167.840088	22.72927142	533.9674102	200	27	90	238	184	1865	543	256	2989	2983	820	1831	1518	1271	-120	148	166	311	174	2210	736	305	3000	2990	854	2532	1828	1510	-212	47	85	208	132	1666	554	231	2925	2920	853	2105	1359	1151	-166	-53	2	199	132	1789	575	257	2959	2950	862	1613	1421	1261	-181	0.84725	2.02025	1531.5	1298.25	-169.75	-0.71741679	-0.261795767	-1.257488194	-1.067357447	0.421157754	0.66315937	0.754588783	0.018799102	0.038662814	0.101150393	19.02499962	14.67000008	32.8370018	31.59000015	4.187581062	364070_M1_S2	933.4835606	18.27579609	37	87.5	223	153	1827	564.5	256.5	2974	2966.5	6.28033668	3.123697579	5.298322367	-0.409233143	-3.922118699	-2.281309106	0.067928283	0.745618403	0.836145222	0.909009814	0.448641002	0.554730177	0.696173608	-0.831908166	148	311	174	2210	305	3000	0.045261278	0.759609466	0.852968251	0.92076683	0.466653226	0.543070483	0.623364808	-0.814429437	157.7647059	338.9117647	204.8823529	2405.794118	330.6176471	3000.117647	248.7994232	270.7067871	293.9664612	2
S-10-5	367193-M1-S2	0.15	558513	4895962	558.0466919	4.257324219	29.46327699	88.97235823	0.017934771	0.999839159	4.520132696	38.33050156	28.73713149	34.00624795	30.54353109	0.006312467	0.019534857	0.024193707	0.026674178	0.174118891	0.197758651	0.183849273	0.192992348	534.1632733	23.8834186	0.341512126	no	no	16	1825.849976	84.06005859	4.03000021	16.09000015	2098.179932	23.71351609	300.9857264	200	69	109	343	216	2503	926	377	3020	3009	841	1917	2097	1711	-321	229	249	472	295	3106	1121	480	3021	3008	826	2335	2653	2078	-366	123	152	321	212	2639	900	374	2953	2944	851	2188	2163	1821	-284	18	65	295	192	2392	889	371	2977	2967	851	1798	1978	1657	-329	0.84225	2.0595	2222.75	1816.75	-325	-0.827567948	-0.063803605	0.172532764	0.617663135	-0.284016819	0.978432417	0.925006509	0.006312467	0.034439508	0.174118891	18.44000053	13.27999973	38.33050156	36.09000015	5.550411701	367193_M1_S2	556.5190727	25.62150586	96	130.5	332	214	2571	913	375.5	2998.5	2987.5	5.707066165	3.166087354	5.298322367	-0.020782042	-4.918174558	-1.742290157	0.038797941	0.756779671	0.859326005	0.904829562	0.450800925	0.508805096	0.60117054	-0.763115823	194	371	203	2880	405	3023	0.042921379	0.736116554	0.849585506	0.901408247	0.413554678	0.497385143	0.588737658	-0.74596308	215.9142857	421.8	254.1142857	3186.942857	457.2	3023.857143	161.8610077	146.7528076	129.9034729	5
